"station1","station2","connected"
"Riquet","Saint-François-Xavier",FALSE
"Louis Blanc","Saint-François-Xavier",FALSE
"Château-Landon","Saint-François-Xavier",FALSE
"Poissonnière","Saint-François-Xavier",FALSE
"Cadet","Saint-François-Xavier",FALSE
"Le Peletier","Saint-François-Xavier",FALSE
"Chaussée d'Antin - La Fayette","Saint-François-Xavier",FALSE
"Pyramides","Saint-François-Xavier",FALSE
"Pont Neuf","Saint-François-Xavier",FALSE
"Pont Marie","Saint-François-Xavier",FALSE
"Sully - Morland","Saint-François-Xavier",FALSE
"Jussieu","Saint-François-Xavier",FALSE
"Place Monge","Saint-François-Xavier",FALSE
"Censier - Daubenton","Saint-François-Xavier",FALSE
"Les Gobelins","Saint-François-Xavier",FALSE
"Tolbiac","Saint-François-Xavier",FALSE
"Maison Blanche","Saint-François-Xavier",FALSE
"Porte d'Italie","Saint-François-Xavier",FALSE
"Porte de Choisy","Saint-François-Xavier",FALSE
"Porte d'Ivry","Saint-François-Xavier",FALSE
"Pierre et Marie Curie","Saint-François-Xavier",FALSE
"Mairie d'Ivry","Saint-François-Xavier",FALSE
"Balard","Saint-François-Xavier",FALSE
"Lourmel","Saint-François-Xavier",FALSE
"Boucicaut","Saint-François-Xavier",FALSE
"Félix Faure","Saint-François-Xavier",FALSE
"Commerce","Saint-François-Xavier",FALSE
"École Militaire","Saint-François-Xavier",FALSE
"La Tour-Maubourg","Saint-François-Xavier",FALSE
"Invalides","Saint-François-Xavier",FALSE
"Madeleine","Saint-François-Xavier",FALSE
"Richelieu - Drouot","Saint-François-Xavier",FALSE
"Grands Boulevards","Saint-François-Xavier",FALSE
"Bonne Nouvelle","Saint-François-Xavier",FALSE
"Filles du Calvaire","Saint-François-Xavier",FALSE
"Saint-Sébastien - Froissart","Saint-François-Xavier",FALSE
"Ledru-Rollin","Saint-François-Xavier",FALSE
"Faidherbe - Chaligny","Saint-François-Xavier",FALSE
"Montgallet","Saint-François-Xavier",FALSE
"Michel Bizot","Saint-François-Xavier",FALSE
"Porte Dorée","Saint-François-Xavier",FALSE
"Porte de Charenton","Saint-François-Xavier",FALSE
"Liberté","Saint-François-Xavier",FALSE
"Charenton - Écoles","Saint-François-Xavier",FALSE
"École Vétérinaire de Maisons-Alfort","Saint-François-Xavier",FALSE
"Maisons-Alfort - Stade","Saint-François-Xavier",FALSE
"Maisons-Alfort - Les Juilliottes","Saint-François-Xavier",FALSE
"Créteil - L'Échat","Saint-François-Xavier",FALSE
"Créteil - Université","Saint-François-Xavier",FALSE
"Créteil - Préfecture","Saint-François-Xavier",FALSE
"Pont de Sèvres","Saint-François-Xavier",FALSE
"Billancourt","Saint-François-Xavier",FALSE
"Marcel Sembat","Saint-François-Xavier",FALSE
"Porte de Saint-Cloud","Saint-François-Xavier",FALSE
"Exelmans","Saint-François-Xavier",FALSE
"Michel-Ange - Molitor","Saint-François-Xavier",FALSE
"Michel-Ange - Auteuil","Saint-François-Xavier",FALSE
"Jasmin","Saint-François-Xavier",FALSE
"Ranelagh","Saint-François-Xavier",FALSE
"La Muette","Saint-François-Xavier",FALSE
"Rue de la Pompe","Saint-François-Xavier",FALSE
"Iéna","Saint-François-Xavier",FALSE
"Alma - Marceau","Saint-François-Xavier",FALSE
"Saint-Philippe du Roule","Saint-François-Xavier",FALSE
"Miromesnil","Saint-François-Xavier",FALSE
"Saint-Augustin","Saint-François-Xavier",FALSE
"Rue des Boulets","Saint-François-Xavier",FALSE
"Buzenval","Saint-François-Xavier",FALSE
"Maraîchers","Saint-François-Xavier",FALSE
"Porte de Montreuil","Saint-François-Xavier",FALSE
"Robespierre","Saint-François-Xavier",FALSE
"Croix de Chavaux","Saint-François-Xavier",FALSE
"Mairie de Montreuil","Saint-François-Xavier",FALSE
"Boulogne - Pont de Saint-Cloud","Saint-François-Xavier",FALSE
"Boulogne - Jean Jaurès","Saint-François-Xavier",FALSE
"Chardon-Lagache","Saint-François-Xavier",FALSE
"Église d'Auteuil","Saint-François-Xavier",FALSE
"Mirabeau","Saint-François-Xavier",FALSE
"Javel - André Citroën","Saint-François-Xavier",FALSE
"Charles Michels","Saint-François-Xavier",FALSE
"Avenue Émile Zola","Saint-François-Xavier",FALSE
"Ségur","Saint-François-Xavier",FALSE
"Duroc","Saint-François-Xavier",TRUE
"Vaneau","Saint-François-Xavier",FALSE
"Sèvres - Babylone","Saint-François-Xavier",FALSE
"Mabillon","Saint-François-Xavier",FALSE
"Cluny - La Sorbonne","Saint-François-Xavier",FALSE
"Maubert - Mutualité","Saint-François-Xavier",FALSE
"Cardinal Lemoine","Saint-François-Xavier",FALSE
"Rambuteau","Saint-François-Xavier",FALSE
"Goncourt","Saint-François-Xavier",FALSE
"Pyrénées","Saint-François-Xavier",FALSE
"Jourdain","Saint-François-Xavier",FALSE
"Place des Fêtes","Saint-François-Xavier",FALSE
"Télégraphe","Saint-François-Xavier",FALSE
"Porte des Lilas","Saint-François-Xavier",FALSE
"Mairie des Lilas","Saint-François-Xavier",FALSE
"Serge Gainsbourg","Saint-François-Xavier",FALSE
"Romainville - Carnot","Saint-François-Xavier",FALSE
"Montreuil - Hôpital","Saint-François-Xavier",FALSE
"La Dhuys","Saint-François-Xavier",FALSE
"Coteaux - Beauclair","Saint-François-Xavier",FALSE
"Rosny-Bois-Perrier","Saint-François-Xavier",FALSE
"Aubervilliers - Front Populaire","Saint-François-Xavier",FALSE
"Porte de la Chapelle","Saint-François-Xavier",FALSE
"Marx Dormoy","Saint-François-Xavier",FALSE
"Jules Joffrin","Saint-François-Xavier",FALSE
"Lamarck - Caulaincourt","Saint-François-Xavier",FALSE
"Abbesses","Saint-François-Xavier",FALSE
"Saint-Georges","Saint-François-Xavier",FALSE
"Notre-Dame-de-Lorette","Saint-François-Xavier",FALSE
"Trinité - d'Estienne d'Orves","Saint-François-Xavier",FALSE
"Assemblée Nationale","Saint-François-Xavier",FALSE
"Solférino","Saint-François-Xavier",FALSE
"Rue du Bac","Saint-François-Xavier",FALSE
"Rennes","Saint-François-Xavier",FALSE
"Notre-Dame-des-Champs","Saint-François-Xavier",FALSE
"Falguière","Saint-François-Xavier",FALSE
"Volontaires","Saint-François-Xavier",FALSE
"Vaugirard","Saint-François-Xavier",FALSE
"Convention","Saint-François-Xavier",FALSE
"Porte de Versailles","Saint-François-Xavier",FALSE
"Corentin Celton","Saint-François-Xavier",FALSE
"Mairie d'Issy","Saint-François-Xavier",FALSE
"Saint-Denis – Pleyel","Saint-François-Xavier",FALSE
"Mairie de Saint-Ouen","Saint-François-Xavier",FALSE
"Porte de Clichy","Saint-François-Xavier",FALSE
"Pont Cardinet","Saint-François-Xavier",FALSE
"Cour Saint-Émilion","Saint-François-Xavier",FALSE
"Bibliothèque François Mitterrand","Saint-François-Xavier",FALSE
"Olympiades","Saint-François-Xavier",FALSE
" Hôpital Bicêtre","Saint-François-Xavier",FALSE
"Villejuif – Gustave Roussy","Saint-François-Xavier",FALSE
"L'Haÿ-les-Roses","Saint-François-Xavier",FALSE
"Chevilly-Larue","Saint-François-Xavier",FALSE
"Thiais-Orly","Saint-François-Xavier",FALSE
"Aéroport d'Orly","Saint-François-Xavier",FALSE
"Saint-Fargeau","Saint-François-Xavier",FALSE
"Pelleport","Saint-François-Xavier",FALSE
"Bolivar","Saint-François-Xavier",FALSE
"Buttes Chaumont","Saint-François-Xavier",FALSE
"Botzaris","Saint-François-Xavier",FALSE
"Pré Saint-Gervais","Saint-François-Xavier",FALSE
"Danube","Saint-François-Xavier",FALSE
"La Fourche","Saint-François-Xavier",FALSE
"Liège","Saint-François-Xavier",FALSE
"Champs-Élysées – Clemenceau","Saint-François-Xavier",FALSE
"Varenne","Saint-François-Xavier",TRUE
"Saint-François-Xavier","Saint-François-Xavier",FALSE
"Montparnasse – Bienvenüe","Saint-François-Xavier",FALSE
"Gaîté","Saint-François-Xavier",FALSE
"Pernety","Saint-François-Xavier",FALSE
"Plaisance","Saint-François-Xavier",FALSE
"Porte de Vanves","Saint-François-Xavier",FALSE
"Malakoff – Plateau de Vanves","Saint-François-Xavier",FALSE
"Malakoff – Rue Étienne Dolet","Saint-François-Xavier",FALSE
"Châtillon – Montrouge","Saint-François-Xavier",FALSE
"Brochant","Saint-François-Xavier",FALSE
"Mairie de Clichy","Saint-François-Xavier",FALSE
"Gabriel Péri","Saint-François-Xavier",FALSE
"Les Agnettes","Saint-François-Xavier",FALSE
"Les Courtilles","Saint-François-Xavier",FALSE
"Guy Môquet","Saint-François-Xavier",FALSE
"Porte de Saint-Ouen","Saint-François-Xavier",FALSE
"Garibaldi","Saint-François-Xavier",FALSE
"Carrefour Pleyel","Saint-François-Xavier",FALSE
"Saint-Denis – Porte de Paris","Saint-François-Xavier",FALSE
"Basilique de Saint-Denis","Saint-François-Xavier",FALSE
"Saint-Denis – Université","Saint-François-Xavier",FALSE
"La Défense - Grande Arche","Montparnasse – Bienvenüe",FALSE
"Esplanade de la Défense","Montparnasse – Bienvenüe",FALSE
"Pont de Neuilly","Montparnasse – Bienvenüe",FALSE
"Les Sablons","Montparnasse – Bienvenüe",FALSE
"Porte Maillot","Montparnasse – Bienvenüe",FALSE
"Argentine","Montparnasse – Bienvenüe",FALSE
"Charles de Gaulle - Étoile","Montparnasse – Bienvenüe",FALSE
"George V","Montparnasse – Bienvenüe",FALSE
"Franklin D. Roosevelt","Montparnasse – Bienvenüe",FALSE
"Champs-Élysées - Clemenceau","Montparnasse – Bienvenüe",FALSE
"Concorde","Montparnasse – Bienvenüe",FALSE
"Tuileries","Montparnasse – Bienvenüe",FALSE
"Palais Royal - Musée du Louvre","Montparnasse – Bienvenüe",FALSE
"Louvre - Rivoli","Montparnasse – Bienvenüe",FALSE
"Châtelet","Montparnasse – Bienvenüe",FALSE
"Hôtel de Ville","Montparnasse – Bienvenüe",FALSE
"Saint-Paul","Montparnasse – Bienvenüe",FALSE
"Bastille","Montparnasse – Bienvenüe",FALSE
"Gare de Lyon","Montparnasse – Bienvenüe",FALSE
"Reuilly - Diderot","Montparnasse – Bienvenüe",FALSE
"Nation","Montparnasse – Bienvenüe",FALSE
"Porte de Vincennes","Montparnasse – Bienvenüe",FALSE
"Saint-Mandé","Montparnasse – Bienvenüe",FALSE
"Bérault","Montparnasse – Bienvenüe",FALSE
"Château de Vincennes","Montparnasse – Bienvenüe",FALSE
"Porte Dauphine","Montparnasse – Bienvenüe",FALSE
"Victor Hugo","Montparnasse – Bienvenüe",FALSE
"Ternes","Montparnasse – Bienvenüe",FALSE
"Courcelles","Montparnasse – Bienvenüe",FALSE
"Monceau","Montparnasse – Bienvenüe",FALSE
"Villiers","Montparnasse – Bienvenüe",FALSE
"Rome","Montparnasse – Bienvenüe",FALSE
"Place de Clichy","Montparnasse – Bienvenüe",FALSE
"Blanche","Montparnasse – Bienvenüe",FALSE
"Pigalle","Montparnasse – Bienvenüe",FALSE
"Anvers","Montparnasse – Bienvenüe",FALSE
"Barbès - Rochechouart","Montparnasse – Bienvenüe",FALSE
"La Chapelle","Montparnasse – Bienvenüe",FALSE
"Stalingrad","Montparnasse – Bienvenüe",FALSE
"Jaurès","Montparnasse – Bienvenüe",FALSE
"Colonel Fabien","Montparnasse – Bienvenüe",FALSE
"Belleville","Montparnasse – Bienvenüe",FALSE
"Couronnes","Montparnasse – Bienvenüe",FALSE
"Ménilmontant","Montparnasse – Bienvenüe",FALSE
"Rue Saint-Maur","Montparnasse – Bienvenüe",FALSE
"Parmentier","Montparnasse – Bienvenüe",FALSE
"Richard-Lenoir","Montparnasse – Bienvenüe",FALSE
"Bréguet - Sabin","Montparnasse – Bienvenüe",FALSE
"Chemin Vert","Montparnasse – Bienvenüe",FALSE
"Saint-Ambroise","Montparnasse – Bienvenüe",FALSE
"Voltaire","Montparnasse – Bienvenüe",FALSE
"Charonne","Montparnasse – Bienvenüe",FALSE
"Philippe Auguste","Montparnasse – Bienvenüe",FALSE
"Alexandre Dumas","Montparnasse – Bienvenüe",FALSE
"Avron","Montparnasse – Bienvenüe",FALSE
"Pont de Levallois - Bécon","Montparnasse – Bienvenüe",FALSE
"Anatole France","Montparnasse – Bienvenüe",FALSE
"Louise Michel","Montparnasse – Bienvenüe",FALSE
"Porte de Champerret","Montparnasse – Bienvenüe",FALSE
"Pereire","Montparnasse – Bienvenüe",FALSE
"Wagram","Montparnasse – Bienvenüe",FALSE
"Malesherbes","Montparnasse – Bienvenüe",FALSE
"Europe","Montparnasse – Bienvenüe",FALSE
"Saint-Lazare","Montparnasse – Bienvenüe",FALSE
"Havre - Caumartin","Montparnasse – Bienvenüe",FALSE
"Opéra","Montparnasse – Bienvenüe",FALSE
"Quatre Septembre","Montparnasse – Bienvenüe",FALSE
"Bourse","Montparnasse – Bienvenüe",FALSE
"Sentier","Montparnasse – Bienvenüe",FALSE
"Réaumur - Sébastopol","Montparnasse – Bienvenüe",FALSE
"Arts et Métiers","Montparnasse – Bienvenüe",FALSE
"Temple","Montparnasse – Bienvenüe",FALSE
"République","Montparnasse – Bienvenüe",FALSE
"Père Lachaise","Montparnasse – Bienvenüe",FALSE
"Gambetta","Montparnasse – Bienvenüe",FALSE
"Porte de Bagnolet","Montparnasse – Bienvenüe",FALSE
"Gallieni","Montparnasse – Bienvenüe",FALSE
"Porte de Clignancourt","Montparnasse – Bienvenüe",FALSE
"Simplon","Montparnasse – Bienvenüe",FALSE
"Marcadet - Poissonniers","Montparnasse – Bienvenüe",FALSE
"Château Rouge","Montparnasse – Bienvenüe",FALSE
"Gare du Nord","Montparnasse – Bienvenüe",FALSE
"Gare de l'Est","Montparnasse – Bienvenüe",FALSE
"Château d'Eau","Montparnasse – Bienvenüe",FALSE
"Strasbourg - Saint-Denis","Montparnasse – Bienvenüe",FALSE
"Étienne Marcel","Montparnasse – Bienvenüe",FALSE
"Les Halles","Montparnasse – Bienvenüe",FALSE
"Cité","Montparnasse – Bienvenüe",FALSE
"Saint-Michel","Montparnasse – Bienvenüe",FALSE
"Odéon","Montparnasse – Bienvenüe",FALSE
"Saint-Germain-des-Prés","Montparnasse – Bienvenüe",FALSE
"Saint-Sulpice","Montparnasse – Bienvenüe",FALSE
"Saint-Placide","Montparnasse – Bienvenüe",FALSE
"Montparnasse - Bienvenüe","Montparnasse – Bienvenüe",FALSE
"Vavin","Montparnasse – Bienvenüe",FALSE
"Raspail","Montparnasse – Bienvenüe",FALSE
"Denfert-Rochereau","Montparnasse – Bienvenüe",FALSE
"Mouton-Duvernet","Montparnasse – Bienvenüe",FALSE
"Alésia","Montparnasse – Bienvenüe",FALSE
"Porte d'Orléans","Montparnasse – Bienvenüe",FALSE
"Mairie de Montrouge","Montparnasse – Bienvenüe",FALSE
"Barbara","Montparnasse – Bienvenüe",FALSE
"Bagneux - Lucie Aubrac","Montparnasse – Bienvenüe",FALSE
"Bobigny - Pablo Picasso","Montparnasse – Bienvenüe",FALSE
"Bobigny - Pantin - Raymond Queneau","Montparnasse – Bienvenüe",FALSE
"Église de Pantin","Montparnasse – Bienvenüe",FALSE
"Hoche","Montparnasse – Bienvenüe",FALSE
"Porte de Pantin","Montparnasse – Bienvenüe",FALSE
"Ourcq","Montparnasse – Bienvenüe",FALSE
"Laumière","Montparnasse – Bienvenüe",FALSE
"Jacques Bonsergent","Montparnasse – Bienvenüe",FALSE
"Oberkampf","Montparnasse – Bienvenüe",FALSE
"Quai de la Rapée","Montparnasse – Bienvenüe",FALSE
"Gare d'Austerlitz","Montparnasse – Bienvenüe",FALSE
"Saint-Marcel","Montparnasse – Bienvenüe",FALSE
"Campo-Formio","Montparnasse – Bienvenüe",FALSE
"Place d'Italie","Montparnasse – Bienvenüe",FALSE
"Kléber","Montparnasse – Bienvenüe",FALSE
"Boissière","Montparnasse – Bienvenüe",FALSE
"Trocadéro","Montparnasse – Bienvenüe",FALSE
"Passy","Montparnasse – Bienvenüe",FALSE
"Bir-Hakeim","Montparnasse – Bienvenüe",FALSE
"Dupleix","Montparnasse – Bienvenüe",FALSE
"La Motte-Picquet - Grenelle","Montparnasse – Bienvenüe",FALSE
"Cambronne","Montparnasse – Bienvenüe",FALSE
"Sèvres - Lecourbe","Montparnasse – Bienvenüe",FALSE
"Pasteur","Montparnasse – Bienvenüe",FALSE
"Edgar Quinet","Montparnasse – Bienvenüe",FALSE
"Saint-Jacques","Montparnasse – Bienvenüe",FALSE
"Glacière","Montparnasse – Bienvenüe",FALSE
"Corvisart","Montparnasse – Bienvenüe",FALSE
"Nationale","Montparnasse – Bienvenüe",FALSE
"Chevaleret","Montparnasse – Bienvenüe",FALSE
"Quai de la Gare","Montparnasse – Bienvenüe",FALSE
"Bercy","Montparnasse – Bienvenüe",FALSE
"Dugommier","Montparnasse – Bienvenüe",FALSE
"Daumesnil","Montparnasse – Bienvenüe",FALSE
"Bel-Air","Montparnasse – Bienvenüe",FALSE
"Picpus","Montparnasse – Bienvenüe",FALSE
"La Courneuve - 8 Mai 1945","Montparnasse – Bienvenüe",FALSE
"Fort d'Aubervilliers","Montparnasse – Bienvenüe",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Montparnasse – Bienvenüe",FALSE
"Porte de la Villette","Montparnasse – Bienvenüe",FALSE
"Corentin Cariou","Montparnasse – Bienvenüe",FALSE
"Crimée","Montparnasse – Bienvenüe",FALSE
"Riquet","Montparnasse – Bienvenüe",FALSE
"Louis Blanc","Montparnasse – Bienvenüe",FALSE
"Château-Landon","Montparnasse – Bienvenüe",FALSE
"Poissonnière","Montparnasse – Bienvenüe",FALSE
"Cadet","Montparnasse – Bienvenüe",FALSE
"Le Peletier","Montparnasse – Bienvenüe",FALSE
"Chaussée d'Antin - La Fayette","Montparnasse – Bienvenüe",FALSE
"Pyramides","Montparnasse – Bienvenüe",FALSE
"Pont Neuf","Montparnasse – Bienvenüe",FALSE
"Pont Marie","Montparnasse – Bienvenüe",FALSE
"Sully - Morland","Montparnasse – Bienvenüe",FALSE
"Jussieu","Montparnasse – Bienvenüe",FALSE
"Place Monge","Montparnasse – Bienvenüe",FALSE
"Censier - Daubenton","Montparnasse – Bienvenüe",FALSE
"Les Gobelins","Montparnasse – Bienvenüe",FALSE
"Tolbiac","Montparnasse – Bienvenüe",FALSE
"Maison Blanche","Montparnasse – Bienvenüe",FALSE
"Porte d'Italie","Montparnasse – Bienvenüe",FALSE
"Porte de Choisy","Montparnasse – Bienvenüe",FALSE
"Porte d'Ivry","Montparnasse – Bienvenüe",FALSE
"Pierre et Marie Curie","Montparnasse – Bienvenüe",FALSE
"Mairie d'Ivry","Montparnasse – Bienvenüe",FALSE
"Balard","Montparnasse – Bienvenüe",FALSE
"Lourmel","Montparnasse – Bienvenüe",FALSE
"Boucicaut","Montparnasse – Bienvenüe",FALSE
"Félix Faure","Montparnasse – Bienvenüe",FALSE
"Commerce","Montparnasse – Bienvenüe",FALSE
"École Militaire","Montparnasse – Bienvenüe",FALSE
"La Tour-Maubourg","Montparnasse – Bienvenüe",FALSE
"Invalides","Montparnasse – Bienvenüe",FALSE
"Madeleine","Montparnasse – Bienvenüe",FALSE
"Richelieu - Drouot","Montparnasse – Bienvenüe",FALSE
"Grands Boulevards","Montparnasse – Bienvenüe",FALSE
"Bonne Nouvelle","Montparnasse – Bienvenüe",FALSE
"Filles du Calvaire","Montparnasse – Bienvenüe",FALSE
"Saint-Sébastien - Froissart","Montparnasse – Bienvenüe",FALSE
"Ledru-Rollin","Montparnasse – Bienvenüe",FALSE
"Faidherbe - Chaligny","Montparnasse – Bienvenüe",FALSE
"Montgallet","Montparnasse – Bienvenüe",FALSE
"Michel Bizot","Montparnasse – Bienvenüe",FALSE
"Porte Dorée","Montparnasse – Bienvenüe",FALSE
"Porte de Charenton","Montparnasse – Bienvenüe",FALSE
"Liberté","Montparnasse – Bienvenüe",FALSE
"Charenton - Écoles","Montparnasse – Bienvenüe",FALSE
"École Vétérinaire de Maisons-Alfort","Montparnasse – Bienvenüe",FALSE
"Maisons-Alfort - Stade","Montparnasse – Bienvenüe",FALSE
"Maisons-Alfort - Les Juilliottes","Montparnasse – Bienvenüe",FALSE
"Créteil - L'Échat","Montparnasse – Bienvenüe",FALSE
"Créteil - Université","Montparnasse – Bienvenüe",FALSE
"Créteil - Préfecture","Montparnasse – Bienvenüe",FALSE
"Pont de Sèvres","Montparnasse – Bienvenüe",FALSE
"Billancourt","Montparnasse – Bienvenüe",FALSE
"Marcel Sembat","Montparnasse – Bienvenüe",FALSE
"Porte de Saint-Cloud","Montparnasse – Bienvenüe",FALSE
"Exelmans","Montparnasse – Bienvenüe",FALSE
"Michel-Ange - Molitor","Montparnasse – Bienvenüe",FALSE
"Michel-Ange - Auteuil","Montparnasse – Bienvenüe",FALSE
"Jasmin","Montparnasse – Bienvenüe",FALSE
"Ranelagh","Montparnasse – Bienvenüe",FALSE
"La Muette","Montparnasse – Bienvenüe",FALSE
"Rue de la Pompe","Montparnasse – Bienvenüe",FALSE
"Iéna","Montparnasse – Bienvenüe",FALSE
"Alma - Marceau","Montparnasse – Bienvenüe",FALSE
"Saint-Philippe du Roule","Montparnasse – Bienvenüe",FALSE
